conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
US$147
Price US$147","Champa Central Hotel
Opens in new window
Male CityShow on map
7.2
Scored 7.2
Good
64 reviews
Superior Double Room
1 large double bed
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$147
Price US$147
See availability","7.2
Scored 7.2
Good
64 reviews",Champa Central Hotel,Male City,Superior Double Room,3 out of 5
,"1 night, 2 adults
US$100
Price US$100","Breakfast included
Unwind Dhigurah
Opens in new window
DhigurahShow on map
9.1
Scored 9.1
Superb
100 reviews
Location 9.3
Superior Queen Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$100
Price US$100
See availability","9.1
Scored 9.1
Superb
100 reviews",Unwind Dhigurah,Dhigurah,Superior Queen Room,4 out of 5
,"1 night, 2 adults
US$82
Price US$82","Breakfast included
Sunny Canopy
Opens in new window
HulhumaleShow on map
8.4
Scored 8.4
Very good
227 reviews
Double Room
1 double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
US$82
Price US$82
See availability","8.4
Scored 8.4
Very good
227 reviews",Sunny Canopy,Hulhumale,Double Room,3 out of 5
,"1 night, 2 adults
US$64
Price US$64","Breakfast included
Finolhu Dhigurah
Opens in new window
DhigurahShow on map
9.2
Scored 9.2
Superb
70 reviews
Location 9.3
Deluxe Room
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$64
Price US$64
See availability","9.2
Scored 9.2
Superb
70 reviews",Finolhu Dhigurah,Dhigurah,Deluxe Room,3 out of 5
,"1 night, 2 adults
US$650
Price US$650","All-inclusive
OBLU SELECT Sangeli - Premium All Inclusive with Free Transfers
Opens in new window
North Male AtollShow on map
Sustainability certification
9.2
Scored 9.2
Superb
951 reviews
Location 9.4
Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 871.9feet²
2 beds (1 extra-large double, 1 sofa bed)
All-inclusive
Free cancellation
Only 4 left at this price on our site
1 night, 2 adults
US$650
Price US$650
See availability","9.2
Scored 9.2
Superb
951 reviews",OBLU SELECT Sangeli - Premium All Inclusive with Free Transfers,North Male Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
US$60
Price US$60","Alesara Guest House
Opens in new window
ThoddooShow on map
9.0
Scored 9.0
Superb
84 reviews
Deluxe Double or Twin Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$60
Price US$60
See availability","9.0
Scored 9.0
Superb
84 reviews",Alesara Guest House,Thoddoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$52
Price US$52","Breakfast included
Ocean Waves Inn
Opens in new window
GaafaruShow on map
9.9
Scored 9.9
Exceptional
12 reviews
Location 9.8
Deluxe Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$52
Price US$52
See availability","9.9
Scored 9.9
Exceptional
12 reviews",Ocean Waves Inn,Gaafaru,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$200US$150
Original price US$200. Current price US$150.","Breakfast included
Clarks Exotica, Kamadhoo Maldives
Opens in new window
Baa AtollShow on map
8.9
Scored 8.9
Fabulous
53 reviews
Getaway Deal
King Room with Sea View
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
US$200US$150
Original price US$200. Current price US$150.
See availability","8.9
Scored 8.9
Fabulous
53 reviews","Clarks Exotica, Kamadhoo Maldives",Baa Atoll,King Room with Sea View,4 out of 5
,"1 night, 2 adults
US$850
Price US$850","Breakfast included
Conrad Maldives Rangali Island
Opens in new window
MandhooShow on map
Sustainability certification
9.0
Scored 9.0
Superb
56 reviews
Location 9.5
Beach Villa
Entire villa • 1 bedroom • 1 kitchen • 1,614.6feet²
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
US$850
Price US$850
See availability","9.0
Scored 9.0
Superb
56 reviews",Conrad Maldives Rangali Island,Mandhoo,Beach Villa,5 out of 5
,"1 night, 2 adults
US$122
Price US$122","Seasalter Maldives
Opens in new window
HulhumaleShow on map
7.8
Scored 7.8
Good
139 reviews
Deluxe Double Room (Free Return Airport Transfer and 10% off on Food & Beverage)
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$122
Price US$122
See availability","7.8
Scored 7.8
Good
139 reviews",Seasalter Maldives,Hulhumale,Deluxe Double Room (Free Return Airport Transfer and 10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
US$56
Price US$56","Casaparadiso - Beach View
Opens in new window
UkulhasShow on map
8.9
Scored 8.9
Fabulous
86 reviews
Location 9.7
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$56
Price US$56
See availability","8.9
Scored 8.9
Fabulous
86 reviews",Casaparadiso - Beach View,Ukulhas,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$59
Price US$59","Breakfast included
kunaa beach Inn
Opens in new window
FulidhooShow on map
8.5
Scored 8.5
Very good
37 reviews
Deluxe Double Room (2 Adults + 1 Child)
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$59
Price US$59
See availability","8.5
Scored 8.5
Very good
37 reviews",kunaa beach Inn,Fulidhoo,Deluxe Double Room (2 Adults + 1 Child),
,"1 night, 2 adults
US$99
Price US$99","Breakfast included
Triton Prestige Seaview and Spa
Opens in new window
MaafushiShow on map
8.6
Scored 8.6
Fabulous
1,053 reviews
Double or Twin Room with Partial Sea View
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$99
Price US$99
See availability","8.6
Scored 8.6
Fabulous
1,053 reviews",Triton Prestige Seaview and Spa,Maafushi,Double or Twin Room with Partial Sea View,4 out of 5
,"1 night, 2 adults
US$65
Price US$65","Breakfast included
Niru Isle Maldives
Opens in new window
GaafaruShow on map
9.1
Scored 9.1
Superb
39 reviews
Deluxe Double or Twin Room
2 beds (1 single, 1 double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$65
Price US$65
See availability","9.1
Scored 9.1
Superb
39 reviews",Niru Isle Maldives,Gaafaru,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$500
Price US$500","Breakfast included
The Westin Maldives Miriandhoo Resort
Opens in new window
Baa AtollShow on map
9.0
Scored 9.0
Superb
51 reviews
Deluxe Family Beach Villa with Pool Access, 2 Queen Beds
Private suite • 1 bedroom • 1 living room • 1 bathroom • 1,765.3feet²
3 beds (1 sofa bed, 2 large doubles)
Breakfast included
Only 6 left at this price on our site
1 night, 2 adults
US$500
Price US$500
See availability","9.0
Scored 9.0
Superb
51 reviews",The Westin Maldives Miriandhoo Resort,Baa Atoll,"Deluxe Family Beach Villa with Pool Access, 2 Queen Beds",5 out of 5
,"1 night, 2 adults
US$89
Price US$89","Breakfast included
Aagali Beach
Opens in new window
FulidhooShow on map
8.5
Scored 8.5
Very good
85 reviews
Location 9.3
Double or Twin Room with Sea View
2 single beds
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$89
Price US$89
See availability","8.5
Scored 8.5
Very good
85 reviews",Aagali Beach,Fulidhoo,Double or Twin Room with Sea View,3 out of 5
,"1 night, 2 adults
US$162US$73
Original price US$162. Current price US$73.","Paguro Villa
Opens in new window
UkulhasShow on map
9.1
Scored 9.1
Superb
153 reviews
Location 9.4
Deluxe Double or Twin Room with Garden View
1 large double bed
Only 7 rooms left at this price on our site
1 night, 2 adults
US$162US$73
Original price US$162. Current price US$73.
See availability","9.1
Scored 9.1
Superb
153 reviews",Paguro Villa,Ukulhas,Deluxe Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
US$44
Price US$44","Endhaa, Divers Home
Opens in new window
FuvahmulahShow on map
9.1
Scored 9.1
Superb
24 reviews
Deluxe Double Room
1 extra-large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$44
Price US$44
See availability","9.1
Scored 9.1
Superb
24 reviews","Endhaa, Divers Home",Fuvahmulah,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$80
Price US$80","Breakfast included
Coco Villa
Opens in new window
ThoddooShow on map
9.5
Scored 9.5
Exceptional
202 reviews
Location 9.6
Deluxe Double or Twin Room with Garden View
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$80
Price US$80
See availability","9.5
Scored 9.5
Exceptional
202 reviews",Coco Villa,Thoddoo,Deluxe Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
US$108US$86
Original price US$108. Current price US$86.","Breakfast included
Ithaa Dhigurah
Opens in new window
DhigurahShow on map
9.6
Scored 9.6
Exceptional
146 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
US$108US$86
Original price US$108. Current price US$86.
See availability","9.6
Scored 9.6
Exceptional
146 reviews",Ithaa Dhigurah,Dhigurah,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$59
Price US$59","Breakfast included
Vacanza Mathiveri
Opens in new window
MathiveriShow on map
9.3
Scored 9.3
Superb
95 reviews
Double Room
3 beds (2 singles, 1 double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$59
Price US$59
See availability","9.3
Scored 9.3
Superb
95 reviews",Vacanza Mathiveri,Mathiveri,Double Room,
,"1 night, 2 adults
US$450US$360
Original price US$450. Current price US$360.","Amaya Kuda Rah
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhangethiShow on map
8.8
Scored 8.8
Fabulous
382 reviews
Beach Villa with Private Pool
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 968.8feet²
1 extra-large double bed
Only 5 left at this price on our site
1 night, 2 adults
US$450US$360
Original price US$450. Current price US$360.
See availability","8.8
Scored 8.8
Fabulous
382 reviews",Amaya Kuda Rah,Dhangethi,Beach Villa with Private Pool,5 out of 5
,"1 night, 2 adults
US$66
Price US$66","TME Retreats Dhigurah
Opens in new window
DhigurahShow on map
8.6
Scored 8.6
Fabulous
188 reviews
Location 9.4
Double Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$66
Price US$66
See availability","8.6
Scored 8.6
Fabulous
188 reviews",TME Retreats Dhigurah,Dhigurah,Double Room,3 out of 5
,"1 night, 2 adults
US$132
Price US$132","Breakfast & dinner included
Kihaa Maldives
Opens in new window
Baa AtollShow on map
8.0
Scored 8.0
Very good
116 reviews
Beach Access Villa
2 beds (1 sofa bed, 1 large double)
Breakfast & dinner included
1 night, 2 adults
US$132
Price US$132
See availability","8.0
Scored 8.0
Very good
116 reviews",Kihaa Maldives,Baa Atoll,Beach Access Villa,5 out of 5
,"1 night, 2 adults
US$431
Price US$431","Adaaran Select Meedhupparu - with 24hrs Premium All Inclusive
Opens in new window
MeedhooShow on map
8.6
Scored 8.6
Fabulous
233 reviews
Deluxe Jacuzzi Beach Villa with Premium All inclusive beverages with dine around options and Sunset Cruise
Entire villa • 1 bedroom • 1 bathroom • 505.9feet²
1 extra-large double bed
Free cancellation
1 night, 2 adults
US$431
Price US$431
See availability","8.6
Scored 8.6
Fabulous
233 reviews",Adaaran Select Meedhupparu - with 24hrs Premium All Inclusive,Meedhoo,Deluxe Jacuzzi Beach Villa with Premium All inclusive beverages with dine around options and Sunset Cruise,5 out of 5
,"1 night, 2 adults
US$105US$84
Original price US$105. Current price US$84.","Breakfast included
Belvedere Thoddoo
Opens in new window
ThoddooShow on map
9.3
Scored 9.3
Superb
73 reviews
Location 9.4
Getaway Deal
Deluxe Double or Twin Room
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$105US$84
Original price US$105. Current price US$84.
See availability","9.3
Scored 9.3
Superb
73 reviews",Belvedere Thoddoo,Thoddoo,Deluxe Double or Twin Room,4 out of 5
,"1 night, 2 adults
US$56
Price US$56","EQUATOR RETREAT
Opens in new window
FuvahmulahShow on map
7.7
Scored 7.7
Good
4 reviews
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$56
Price US$56
See availability","7.7
Scored 7.7
Good
4 reviews",EQUATOR RETREAT,Fuvahmulah,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$58
Price US$58","Breakfast included
The Bilimbi Guesthouse & Inn
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HuraaShow on map
9.3
Scored 9.3
Superb
69 reviews
Location 9.3
DELUXE ROOM
1 double bed
Breakfast included
1 night, 2 adults
US$58
Price US$58
See availability","9.3
Scored 9.3
Superb
69 reviews",The Bilimbi Guesthouse & Inn,Huraa,DELUXE ROOM,3 out of 5
,"1 night, 2 adults
US$50
Price US$50","RV Thoddoo Maldives - Guest House
Opens in new window
ThoddooShow on map
9.2
Scored 9.2
Superb
56 reviews
Location 9.7
Deluxe Room
1 extra-large double bed
Only 4 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","9.2
Scored 9.2
Superb
56 reviews",RV Thoddoo Maldives - Guest House,Thoddoo,Deluxe Room,
,"1 night, 2 adults
US$60
Price US$60","Malas Island View
Opens in new window
FulidhooShow on map
8.5
Scored 8.5
Very good
87 reviews
Deluxe Double Room
3 single beds
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$60
Price US$60
See availability","8.5
Scored 8.5
Very good
87 reviews",Malas Island View,Fulidhoo,Deluxe Double Room,2 out of 5
,"1 night, 2 adults
US$63
Price US$63","Breakfast included
Huvan Inn
Opens in new window
FulidhooShow on map
8.8
Scored 8.8
Fabulous
124 reviews
Location 9.3
Deluxe Double or Twin Room
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$63
Price US$63
See availability","8.8
Scored 8.8
Fabulous
124 reviews",Huvan Inn,Fulidhoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$75
Price US$75","Breakfast included
Wish Guesthouse
Opens in new window
HuraaShow on map
9.2
Scored 9.2
Superb
79 reviews
Location 9.3
Double Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$75
Price US$75
See availability","9.2
Scored 9.2
Superb
79 reviews",Wish Guesthouse,Huraa,Double Room,3 out of 5
,"1 night, 2 adults
US$102
Price US$102","Hotel Flora Inn Male Maldives
Opens in new window
Male CityShow on map
7.8
Scored 7.8
Good
479 reviews
Standard Double Room
1 large double bed
Free cancellation
1 night, 2 adults
US$102
Price US$102
See availability","7.8
Scored 7.8
Good
479 reviews",Hotel Flora Inn Male Maldives,Male City,Standard Double Room,4 out of 5
,"1 night, 2 adults
US$745
Price US$745","All-inclusive
VARU by Atmosphere - Premium All Inclusive with Free Transfers
Opens in new window
North Male AtollShow on map
9.4
Scored 9.4
Superb
853 reviews
Location 9.5
Water Villa
1 extra-large double bed
All-inclusive
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
US$745
Price US$745
See availability","9.4
Scored 9.4
Superb
853 reviews",VARU by Atmosphere - Premium All Inclusive with Free Transfers,North Male Atoll,Water Villa,5 out of 5
,"1 night, 2 adults
US$116
Price US$116","Breakfast included
Samann Host
Opens in new window
HulhumaleShow on map
8.8
Scored 8.8
Fabulous
421 reviews
Deluxe Double Room (Free Return Airport Transfer)
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$116
Price US$116
See availability","8.8
Scored 8.8
Fabulous
421 reviews",Samann Host,Hulhumale,Deluxe Double Room (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
US$375
Price US$375","All-inclusive
OBLU XPERIENCE Ailafushi - All Inclusive with Free Transfers
Opens in new window
Male CityShow on map
8.9
Scored 8.9
Fabulous
863 reviews
Location 9.4
Ocean View Room
1 extra-large double bed
All-inclusive
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$375
Price US$375
See availability","8.9
Scored 8.9
Fabulous
863 reviews",OBLU XPERIENCE Ailafushi - All Inclusive with Free Transfers,Male City,Ocean View Room,4 out of 5
,"1 night, 2 adults
US$260US$161
Original price US$260. Current price US$161.","Breakfast included
Hotel Ocean Grand at Hulhumale
Opens in new window
HulhumaleShow on map
8.9
Scored 8.9
Fabulous
512 reviews
Deluxe Double Room (Free Return Airport Transfer)
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
US$260US$161
Original price US$260. Current price US$161.
See availability","8.9
Scored 8.9
Fabulous
512 reviews",Hotel Ocean Grand at Hulhumale,Hulhumale,Deluxe Double Room (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
US$2,265
Price US$2,265","Breakfast included
Anantara Kihavah Maldives Villas
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
Sustainability certification
9.7
Scored 9.7
Exceptional
73 reviews
Location 9.4
Beach Pool Villa
Entire villa • 1 bedroom • 1 bathroom • 2,777.1feet²
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
US$2,265
Price US$2,265
See availability","9.7
Scored 9.7
Exceptional
73 reviews",Anantara Kihavah Maldives Villas,Baa Atoll,Beach Pool Villa,5 out of 5
,"1 night, 2 adults
US$53
Price US$53","Thoddoo Island Life
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
ThoddooShow on map
9.2
Scored 9.2
Superb
97 reviews
Deluxe Double Room
Multiple bed types
Only 5 rooms left at this price on our site
1 night, 2 adults
US$53
Price US$53
See availability","9.2
Scored 9.2
Superb
97 reviews",Thoddoo Island Life,Thoddoo,Deluxe Double Room,
,"1 night, 2 adults
US$119US$63
Original price US$119. Current price US$63.","Breakfast included
Koimala Beach Ukulhas
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
UkulhasShow on map
9.5
Scored 9.5
Exceptional
176 reviews
Location 9.8
Double Room with Garden View
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$119US$63
Original price US$119. Current price US$63.
See availability","9.5
Scored 9.5
Exceptional
176 reviews",Koimala Beach Ukulhas,Ukulhas,Double Room with Garden View,3 out of 5
,"1 night, 2 adults
US$2,876US$1,841
Original price US$2,876. Current price US$1,841.","Breakfast included
Milaidhoo Maldives
Opens in new window
Baa AtollShow on map
9.7
Scored 9.7
Exceptional
140 reviews
Location 9.7
Getaway Deal
Water Villa with Private Pool
Private suite
1 extra-large double bed
Breakfast included
1 night, 2 adults
US$2,876US$1,841
Original price US$2,876. Current price US$1,841.
See availability","9.7
Scored 9.7
Exceptional
140 reviews",Milaidhoo Maldives,Baa Atoll,Water Villa with Private Pool,5 out of 5
,"1 night, 2 adults
US$104
Price US$104","Breakfast included
Crystal Sands
Opens in new window
MaafushiShow on map
8.1
Scored 8.1
Very good
609 reviews
Superior Room (10% off on Snorkelling Trip, Night Fishing and Candlelit Dinner)
1 large double bed
Breakfast included
1 night, 2 adults
US$104
Price US$104
See availability","8.1
Scored 8.1
Very good
609 reviews",Crystal Sands,Maafushi,"Superior Room (10% off on Snorkelling Trip, Night Fishing and Candlelit Dinner)",3 out of 5
,"1 night, 2 adults
US$85
Price US$85","Breakfast included
Aqua Sunset
Opens in new window
GulhiShow on map
8.9
Scored 8.9
Fabulous
162 reviews
Location 9.3
Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$85
Price US$85
See availability","8.9
Scored 8.9
Fabulous
162 reviews",Aqua Sunset,Gulhi,Double Room,3 out of 5
,"1 night, 2 adults
US$81
Price US$81","Breakfast included
Thoddoo Sun Sky Inn, Maldives
Opens in new window
ThoddooShow on map
8.9
Scored 8.9
Fabulous
147 reviews
Double Room with Private Bathroom
1 extra-large double bed
Breakfast included
1 night, 2 adults
US$81
Price US$81
See availability","8.9
Scored 8.9
Fabulous
147 reviews","Thoddoo Sun Sky Inn, Maldives",Thoddoo,Double Room with Private Bathroom,4 out of 5
,"1 night, 2 adults
US$77US$51
Original price US$77. Current price US$51.","Keyla Inn
Opens in new window
ThulusdhooShow on map
8.1
Scored 8.1
Very good
175 reviews
Standard Double Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
US$77US$51
Original price US$77. Current price US$51.
See availability","8.1
Scored 8.1
Very good
175 reviews",Keyla Inn,Thulusdhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$150US$47
Original price US$150. Current price US$47.","Sands Inn, Mathiveri
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MathiveriShow on map
8.5
Scored 8.5
Very good
56 reviews
Getaway Deal
Deluxe Double Room (Free Picnic Island Trip Per Stay & Snacks Per Stay)
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$150US$47
Original price US$150. Current price US$47.
See availability","8.5
Scored 8.5
Very good
56 reviews","Sands Inn, Mathiveri",Mathiveri,Deluxe Double Room (Free Picnic Island Trip Per Stay & Snacks Per Stay),3 out of 5
,"1 night, 2 adults
US$66
Price US$66","Breakfast included
Rasdu View Inn
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
RasduShow on map
9.3
Scored 9.3
Superb
171 reviews
Location 9.3
Deluxe Triple Room
2 beds (1 single, 1 large double)
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$66
Price US$66
See availability","9.3
Scored 9.3
Superb
171 reviews",Rasdu View Inn,Rasdu,Deluxe Triple Room,5 out of 5
,"1 night, 2 adults
US$81
Price US$81","White Sand Himandhoo
Opens in new window
Himandhoo Show on map
8.1
Scored 8.1
Very good
29 reviews
Deluxe Double Room with Sea View
2 single beds
Only 6 rooms left at this price on our site
1 night, 2 adults
US$81
Price US$81
See availability","8.1
Scored 8.1
Very good
29 reviews",White Sand Himandhoo,Himandhoo,Deluxe Double Room with Sea View,3 out of 5
,"1 night, 2 adults
US$70US$49
Original price US$70. Current price US$49.","Breakfast included
Lagoon Villa Thoddoo
Opens in new window
ThoddooShow on map
9.4
Scored 9.4
Superb
128 reviews
Location 9.6
Deluxe Double Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$70US$49
Original price US$70. Current price US$49.
See availability","9.4
Scored 9.4
Superb
128 reviews",Lagoon Villa Thoddoo,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$99
Price US$99","Breakfast included
Blue World Dharavandhoo
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DharavandhooShow on map
9.5
Scored 9.5
Exceptional
50 reviews
Location 9.3
Double or Twin Room with Garden View
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
US$99
Price US$99
See availability","9.5
Scored 9.5
Exceptional
50 reviews",Blue World Dharavandhoo,Dharavandhoo,Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
US$140US$60
Original price US$140. Current price US$60.","Summer Vibes Beach Front
Opens in new window
RasduShow on map
9.1
Scored 9.1
Superb
115 reviews
Location 9.6
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$140US$60
Original price US$140. Current price US$60.
See availability","9.1
Scored 9.1
Superb
115 reviews",Summer Vibes Beach Front,Rasdu,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$415
Price US$415","Breakfast included
Avani+ Fares Maldives Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
9.5
Scored 9.5
Exceptional
16 reviews
Location 9.8
Premium Ocean View Room
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
US$415
Price US$415
See availability","9.5
Scored 9.5
Exceptional
16 reviews",Avani+ Fares Maldives Resort,Baa Atoll,Premium Ocean View Room,5 out of 5
,"1 night, 2 adults
US$260
Price US$260","Breakfast & dinner included
Gangehi Island Resort & Spa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
GangehiShow on map
8.3
Scored 8.3
Very good
120 reviews
Club Room
Multiple bed types
Breakfast & dinner included
Only 7 rooms left at this price on our site
1 night, 2 adults
US$260
Price US$260
See availability","8.3
Scored 8.3
Very good
120 reviews",Gangehi Island Resort & Spa,Gangehi,Club Room,4 out of 5
,"1 night, 2 adults
US$260
Price US$260","Breakfast included
SAii Lagoon Maldives, Curio Collection By Hilton
Opens in new window
South Male AtollShow on map
Sustainability certification
9.0
Scored 9.0
Superb
587 reviews
Location 9.4
Twin Sky Room
1 single bed
Breakfast included
Free cancellation
1 night, 2 adults
US$260
Price US$260
See availability","9.0
Scored 9.0
Superb
587 reviews","SAii Lagoon Maldives, Curio Collection By Hilton",South Male Atoll,Twin Sky Room,5 out of 5
,"1 night, 2 adults
US$72
Price US$72","Jeym Lodge
Opens in new window
ThoddooShow on map
9.2
Scored 9.2
Superb
98 reviews
Double or Twin Room with Balcony
Multiple bed types
1 night, 2 adults
US$72
Price US$72
See availability","9.2
Scored 9.2
Superb
98 reviews",Jeym Lodge,Thoddoo,Double or Twin Room with Balcony,4 out of 5
,"1 night, 2 adults
US$1,270
Price US$1,270","Breakfast included
Raffles Maldives Meradhoo
Opens in new window
Gaafu Alifu AtollShow on map
9.4
Scored 9.4
Superb
48 reviews
Beach Villa with Private Pool
Entire villa • 1 bedroom • 1 bathroom • 2,368.1feet²
1 extra-large double bed
Breakfast & dinner included
Only 7 left at this price on our site
1 night, 2 adults
US$1,270
Price US$1,270
See availability","9.4
Scored 9.4
Superb
48 reviews",Raffles Maldives Meradhoo,Gaafu Alifu Atoll,Beach Villa with Private Pool,5 out of 5
,"1 night, 2 adults
US$50
Price US$50","The Sunrise Huraa
Opens in new window
HuraaShow on map
9.6
Scored 9.6
Exceptional
168 reviews
Location 9.5
Budget Double Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","9.6
Scored 9.6
Exceptional
168 reviews",The Sunrise Huraa,Huraa,Budget Double Room,3 out of 5
,"1 night, 2 adults
US$810
Price US$810","All-inclusive
Atmosphere Kanifushi - Premium All Inclusive with Free Transfers
Opens in new window
Lhaviyani AtollShow on map
9.4
Scored 9.4
Superb
449 reviews
Location 9.5
Kanifushi Beach Villa With Pool
Entire villa • 1 bedroom • 1 bathroom • 1,076.4feet²
1 double bed
All-inclusive
Free cancellation
1 night, 2 adults
US$810
Price US$810
See availability","9.4
Scored 9.4
Superb
449 reviews",Atmosphere Kanifushi - Premium All Inclusive with Free Transfers,Lhaviyani Atoll,Kanifushi Beach Villa With Pool,5 out of 5
