conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
₱ 6,473₱ 6,149
Original price ₱ 6,473. Current price ₱ 6,149.
+₱ 1,322 taxes and charges","Tourist Inn Grand
Opens in new window
Male CityShow on map
9.1
Scored 9.1
Superb
428 reviews
Superior Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 6,473₱ 6,149
Original price ₱ 6,473. Current price ₱ 6,149.
+₱ 1,322 taxes and charges
See availability","9.1
Scored 9.1
Superb
428 reviews",Tourist Inn Grand,Male City,Superior Double or Twin Room,
,"1 night, 2 adults
₱ 199,931
Price ₱ 199,931
+₱ 55,181 taxes and charges","Breakfast included
JOALI Maldives
Opens in new window
Raa AtollShow on map
Sustainability certification
9.5
Scored 9.5
Exceptional
107 reviews
Location 9.3
Water Villa with Pool
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 199,931
Price ₱ 199,931
+₱ 55,181 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
107 reviews",JOALI Maldives,Raa Atoll,Water Villa with Pool,5 out of 5
,"1 night, 2 adults
₱ 23,640
Price ₱ 23,640
+₱ 7,200 taxes and charges","Breakfast included
Sheraton Maldives Full Moon Resort & Spa with Free Transfers
Opens in new window
North Male AtollShow on map
8.8
Scored 8.8
Fabulous
647 reviews
Deluxe Beach View | 15% off Spa Treatment | Free canoe, kayak and snorkeling equipment when you stay with us l Complimentary 30 mins photography section
1 extra-large double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 23,640
Price ₱ 23,640
+₱ 7,200 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
647 reviews",Sheraton Maldives Full Moon Resort & Spa with Free Transfers,North Male Atoll,"Deluxe Beach View | 15% off Spa Treatment | Free canoe, kayak and snorkeling equipment when you stay with us l Complimentary 30 mins photography section",5 out of 5
,"1 night, 2 adults
₱ 6,585
Price ₱ 6,585
+₱ 2,155 taxes and charges","Breakfast included
Rashu Hiyaa
Opens in new window
DhiffushiShow on map
8.6
Scored 8.6
Fabulous
162 reviews
Location 9.4
Deluxe Double Room with Balcony
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 6,585
Price ₱ 6,585
+₱ 2,155 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
162 reviews",Rashu Hiyaa,Dhiffushi,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 5,167₱ 4,650
Original price ₱ 5,167. Current price ₱ 4,650.
+₱ 1,621 taxes and charges","MAMELLO Beach Club Maldives
Opens in new window
FeridhooShow on map
9.8
Scored 9.8
Exceptional
16 reviews
Location 9.8
New to Booking.com
Deluxe Double Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 5,167₱ 4,650
Original price ₱ 5,167. Current price ₱ 4,650.
+₱ 1,621 taxes and charges
See availability","9.8
Scored 9.8
Exceptional
16 reviews",MAMELLO Beach Club Maldives,Feridhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 7,852
Price ₱ 7,852
+₱ 2,505 taxes and charges","Village Hideaways & Spas
Opens in new window
FulhadhooShow on map
9.2
Scored 9.2
Superb
25 reviews
Location 9.7
Double Room with Garden View
1 double bed
Only 1 room left at this price on our site
1 night, 2 adults
₱ 7,852
Price ₱ 7,852
+₱ 2,505 taxes and charges
See availability","9.2
Scored 9.2
Superb
25 reviews",Village Hideaways & Spas,Fulhadhoo,Double Room with Garden View,4 out of 5
,"1 night, 2 adults
₱ 2,600
Price ₱ 2,600
+₱ 718 taxes and charges","Banyan Villa Maldives Dhangethi
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhangethiShow on map
8.8
Scored 8.8
Fabulous
22 reviews
Location 9.3
Deluxe Double or Twin Room with Garden View
1 double bed
1 night, 2 adults
₱ 2,600
Price ₱ 2,600
+₱ 718 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
22 reviews",Banyan Villa Maldives Dhangethi,Dhangethi,Deluxe Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
₱ 73,114₱ 46,793
Original price ₱ 73,114. Current price ₱ 46,793.
+₱ 67,129 taxes and charges","All-inclusive
Cora Cora Maldives - Premium All-Inclusive Resort
Opens in new window
Raa AtollShow on map
Sustainability certification
9.1
Scored 9.1
Superb
230 reviews
Getaway Deal
Lagoon Villa
2 beds (1 extra-large double, 1 sofa bed)
All-inclusive
1 night, 2 adults
₱ 73,114₱ 46,793
Original price ₱ 73,114. Current price ₱ 46,793.
+₱ 67,129 taxes and charges
See availability","9.1
Scored 9.1
Superb
230 reviews",Cora Cora Maldives - Premium All-Inclusive Resort,Raa Atoll,Lagoon Villa,5 out of 5
,"1 night, 2 adults
₱ 8,648
Price ₱ 8,648
+₱ 2,724 taxes and charges","Dream Inn Sun Beach Hotel Maldives
Opens in new window
ThulusdhooShow on map
8.4
Scored 8.4
Very good
57 reviews
Deluxe Room
Multiple bed types
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 8,648
Price ₱ 8,648
+₱ 2,724 taxes and charges
See availability","8.4
Scored 8.4
Very good
57 reviews",Dream Inn Sun Beach Hotel Maldives,Thulusdhoo,Deluxe Room,3 out of 5
,"1 night, 2 adults
₱ 21,813
Price ₱ 21,813
+₱ 24,595 taxes and charges","Adaaran Select Huduran Fushi - with 24hrs Premium All Inclusive
Opens in new window
North Male AtollShow on map
8.6
Scored 8.6
Fabulous
566 reviews
Location 9.3
Deluxe Beach Villa with Premium All Inclusive - Complimentary Sunset cruise, Mini bar and Non-motorized water sports
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 59m²
1 large double bed
1 night, 2 adults
₱ 21,813
Price ₱ 21,813
+₱ 24,595 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
566 reviews",Adaaran Select Huduran Fushi - with 24hrs Premium All Inclusive,North Male Atoll,"Deluxe Beach Villa with Premium All Inclusive - Complimentary Sunset cruise, Mini bar and Non-motorized water sports",4 out of 5
,"1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges","Breakfast included
Maladiwa Beach & Spa
Opens in new window
MaafushiShow on map
8.5
Scored 8.5
Very good
180 reviews
Location 9.3
Superior Double or Twin Room with Garden View (10% off on Food & Beverage)
2 beds (1 single, 1 double)
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges
See availability","8.5
Scored 8.5
Very good
180 reviews",Maladiwa Beach & Spa,Maafushi,Superior Double or Twin Room with Garden View (10% off on Food & Beverage),3 out of 5
,"1 night, 2 adults
₱ 34,770₱ 15,299
Original price ₱ 34,770. Current price ₱ 15,299.
+₱ 4,898 taxes and charges","Breakfast included
Brennia Kottefaru Maldives
Opens in new window
Raa AtollShow on map
8.6
Scored 8.6
Fabulous
79 reviews
Getaway Deal
Garden Villa
1 large double bed
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 34,770₱ 15,299
Original price ₱ 34,770. Current price ₱ 15,299.
+₱ 4,898 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
79 reviews",Brennia Kottefaru Maldives,Raa Atoll,Garden Villa,5 out of 5
,"1 night, 2 adults
₱ 6,754₱ 6,687
Original price ₱ 6,754. Current price ₱ 6,687.
+₱ 338 taxes and charges","Breakfast included
MEHEL - Holiday Home - Mahibadhoo
Opens in new window
MahibadhooShow on map
8.2
Scored 8.2
Very good
14 reviews
Deluxe Family Room
4 large double beds
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 6,754₱ 6,687
Original price ₱ 6,754. Current price ₱ 6,687.
+₱ 338 taxes and charges
See availability","8.2
Scored 8.2
Very good
14 reviews",MEHEL - Holiday Home - Mahibadhoo,Mahibadhoo,Deluxe Family Room,2 out of 5
,"1 night, 2 adults
₱ 4,559
Price ₱ 4,559
+₱ 1,596 taxes and charges","chillax Thoddoo
Opens in new window
ThoddooShow on map
9.6
Scored 9.6
Exceptional
84 reviews
Location 9.5
Deluxe Double or Twin Room with Garden View
3 beds (2 singles, 1 extra-large double)
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 4,559
Price ₱ 4,559
+₱ 1,596 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
84 reviews",chillax Thoddoo,Thoddoo,Deluxe Double or Twin Room with Garden View,
,"1 night, 2 adults
₱ 140,150
Price ₱ 140,150
+₱ 154,268 taxes and charges","Breakfast included
Waldorf Astoria Maldives Ithaafushi
Opens in new window
South Male AtollShow on map
Sustainability certification
9.7
Scored 9.7
Exceptional
137 reviews
Location 9.8
Reef Villa with Pool
Entire villa • 279m²
1 extra-large double bed
Breakfast included
Only 5 left at this price on our site
1 night, 2 adults
₱ 140,150
Price ₱ 140,150
+₱ 154,268 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
137 reviews",Waldorf Astoria Maldives Ithaafushi,South Male Atoll,Reef Villa with Pool,5 out of 5
,"1 night, 2 adults
₱ 4,276
Price ₱ 4,276
+₱ 1,180 taxes and charges","Breakfast included
Araamview
Opens in new window
HulhumaleShow on map
7.2
Scored 7.2
Good
611 reviews
Deluxe Double Room with Balcony and Sea View
2 single beds
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,276
Price ₱ 4,276
+₱ 1,180 taxes and charges
See availability","7.2
Scored 7.2
Good
611 reviews",Araamview,Hulhumale,Deluxe Double Room with Balcony and Sea View,3 out of 5
,"1 night, 2 adults
₱ 3,546
Price ₱ 3,546
Includes taxes and charges","Breakfast included
Hikifas Beach Maldives
Opens in new window
HangnaameedhooShow on map
8.5
Scored 8.5
Very good
10 reviews
Standard Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 3,546
Price ₱ 3,546
Includes taxes and charges
See availability","8.5
Scored 8.5
Very good
10 reviews",Hikifas Beach Maldives,Hangnaameedhoo,Standard Double Room,
,"1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges","Breakfast included
Brisa Fresca
Opens in new window
ThoddooShow on map
9.8
Scored 9.8
Exceptional
37 reviews
Location 9.6
Deluxe Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges
See availability","9.8
Scored 9.8
Exceptional
37 reviews",Brisa Fresca,Thoddoo,Deluxe Double or Twin Room,4 out of 5
,"1 night, 2 adults
₱ 7,148
Price ₱ 7,148
+₱ 2,648 taxes and charges","Champa Central Hotel
Opens in new window
Male CityShow on map
7.2
Scored 7.2
Good
62 reviews
Superior Double Room
1 large double bed
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 7,148
Price ₱ 7,148
+₱ 2,648 taxes and charges
See availability","7.2
Scored 7.2
Good
62 reviews",Champa Central Hotel,Male City,Superior Double Room,3 out of 5
,"1 night, 2 adults
₱ 8,724₱ 4,362
Original price ₱ 8,724. Current price ₱ 4,362.
+₱ 698 taxes and charges","Breakfast included
Captal Beach Villa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MathiveriShow on map
8.5
Scored 8.5
Very good
11 reviews
Getaway Deal
Deluxe Double or Twin Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 8,724₱ 4,362
Original price ₱ 8,724. Current price ₱ 4,362.
+₱ 698 taxes and charges
See availability","8.5
Scored 8.5
Very good
11 reviews",Captal Beach Villa,Mathiveri,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 37,027
Price ₱ 37,027
+₱ 56,373 taxes and charges","Breakfast included
Kagi Maldives Resort & Spa
Opens in new window
North Male AtollShow on map
9.5
Scored 9.5
Exceptional
337 reviews
Location 9.5
Beach Pool Villa
Entire villa • 1 bedroom • 1 bathroom • 105m²
1 large double bed
Breakfast included
1 night, 2 adults
₱ 37,027
Price ₱ 37,027
+₱ 56,373 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
337 reviews",Kagi Maldives Resort & Spa,North Male Atoll,Beach Pool Villa,5 out of 5
,"1 night, 2 adults
₱ 4,827
Price ₱ 4,827
+₱ 1,670 taxes and charges","Breakfast included
Sunny Canopy
Opens in new window
HulhumaleShow on map
8.4
Scored 8.4
Very good
213 reviews
Double Room
1 double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,827
Price ₱ 4,827
+₱ 1,670 taxes and charges
See availability","8.4
Scored 8.4
Very good
213 reviews",Sunny Canopy,Hulhumale,Double Room,3 out of 5
,"1 night, 2 adults
₱ 137,202
Price ₱ 137,202
+₱ 731 taxes and charges","Breakfast included
Amilla Maldives
Opens in new window
KihaadhooShow on map
Sustainability certification
9.7
Scored 9.7
Exceptional
115 reviews
Location 9.8
Lagoon Water pool Villa
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
₱ 137,202
Price ₱ 137,202
+₱ 731 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
115 reviews",Amilla Maldives,Kihaadhoo,Lagoon Water pool Villa,5 out of 5
,"1 night, 2 adults
₱ 41,369
Price ₱ 41,369
+₱ 12,093 taxes and charges","All-inclusive
OBLU SELECT Sangeli - Premium All Inclusive with Free Transfers
Opens in new window
North Male AtollShow on map
Sustainability certification
9.2
Scored 9.2
Superb
965 reviews
Location 9.4
Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 81m²
2 beds (1 extra-large double, 1 sofa bed)
All-inclusive
Only 1 left at this price on our site
1 night, 2 adults
₱ 41,369
Price ₱ 41,369
+₱ 12,093 taxes and charges
See availability","9.2
Scored 9.2
Superb
965 reviews",OBLU SELECT Sangeli - Premium All Inclusive with Free Transfers,North Male Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges","Alesara Guest House
Opens in new window
ThoddooShow on map
9.0
Scored 9.0
Superb
84 reviews
Deluxe Double or Twin Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges
See availability","9.0
Scored 9.0
Superb
84 reviews",Alesara Guest House,Thoddoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 1,736 taxes and charges","Beach Villa Ukulhas
Opens in new window
UkulhasShow on map
9.3
Scored 9.3
Superb
106 reviews
Location 9.8
Deluxe Bungalow
Entire bungalow • 1 bedroom • 1 bathroom • 38m²
3 beds (2 singles, 1 large double)
Breakfast included
Only 1 left at this price on our site
1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 1,736 taxes and charges
See availability","9.3
Scored 9.3
Superb
106 reviews",Beach Villa Ukulhas,Ukulhas,Deluxe Bungalow,4 out of 5
,"1 night, 2 adults
₱ 23,921
Price ₱ 23,921
+₱ 23,036 taxes and charges","Breakfast included
Grand Park Kodhipparu Maldives - Child Stay & Eat Free Until 30 Nov 2024
Opens in new window
North Male AtollShow on map
9.0
Scored 9.0
Superb
738 reviews
Location 9.5
Lagoon Water Villa
Entire villa • 1 bedroom • 1 bathroom • 80m²
1 extra-large double bed
Breakfast included
Free cancellation
Only 2 left at this price on our site
1 night, 2 adults
₱ 23,921
Price ₱ 23,921
+₱ 23,036 taxes and charges
See availability","9.0
Scored 9.0
Superb
738 reviews",Grand Park Kodhipparu Maldives - Child Stay & Eat Free Until 30 Nov 2024,North Male Atoll,Lagoon Water Villa,5 out of 5
,"1 night, 2 adults
₱ 5,347
Price ₱ 5,347
+₱ 1,814 taxes and charges","Ahola Thoddoo, Maldives
Opens in new window
ThoddooShow on map
9.5
Scored 9.5
Exceptional
54 reviews
Location 9.7
Deluxe Double Room with Balcony
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 5,347
Price ₱ 5,347
+₱ 1,814 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
54 reviews","Ahola Thoddoo, Maldives",Thoddoo,Deluxe Double Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 2,786
Price ₱ 2,786
+₱ 1,107 taxes and charges","Breakfast included
Pelican Beach Maafushi
Opens in new window
MaafushiShow on map
8.0
Scored 8.0
Very good
299 reviews
Deluxe Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 2,786
Price ₱ 2,786
+₱ 1,107 taxes and charges
See availability","8.0
Scored 8.0
Very good
299 reviews",Pelican Beach Maafushi,Maafushi,Deluxe Double Room,
,"1 night, 2 adults
₱ 2,938
Price ₱ 2,938
+₱ 470 taxes and charges","Breakfast included
Sunset Beach View
Opens in new window
DhangethiShow on map
9.0
Scored 9.0
Superb
89 reviews
Location 9.6
Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 2,938
Price ₱ 2,938
+₱ 470 taxes and charges
See availability","9.0
Scored 9.0
Superb
89 reviews",Sunset Beach View,Dhangethi,Double Room,3 out of 5
,"1 night, 2 adults
₱ 1,824
Price ₱ 1,824
+₱ 292 taxes and charges","Breakfast included
Gaskara Guesthouse
Opens in new window
Shaviyani AtollShow on map
8.5
Scored 8.5
Very good
8 reviews
Double Room
1 double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 1,824
Price ₱ 1,824
+₱ 292 taxes and charges
See availability","8.5
Scored 8.5
Very good
8 reviews",Gaskara Guesthouse,Shaviyani Atoll,Double Room,
,"1 night, 2 adults
₱ 4,278
Price ₱ 4,278
+₱ 1,022 taxes and charges","Beach Breeze and Spa
Opens in new window
HulhumaleShow on map
8.3
Scored 8.3
Very good
286 reviews
Standard Double Room
1 extra-large double bed
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,278
Price ₱ 4,278
+₱ 1,022 taxes and charges
See availability","8.3
Scored 8.3
Very good
286 reviews",Beach Breeze and Spa,Hulhumale,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 3,715
Price ₱ 3,715
+₱ 594 taxes and charges","Breakfast included
Hiraeth island home
Opens in new window
GuraidhooShow on map
9.5
Scored 9.5
Exceptional
61 reviews
Location 9.6
Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 3,715
Price ₱ 3,715
+₱ 594 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
61 reviews",Hiraeth island home,Guraidhoo,Double Room,
,"1 night, 2 adults
₱ 4,100
Price ₱ 4,100
+₱ 1,131 taxes and charges","Breakfast included
Rosemary Boutique
Opens in new window
MaafushiShow on map
8.3
Scored 8.3
Very good
369 reviews
Deluxe Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,100
Price ₱ 4,100
+₱ 1,131 taxes and charges
See availability","8.3
Scored 8.3
Very good
369 reviews",Rosemary Boutique,Maafushi,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 3,014
Price ₱ 3,014
+₱ 1,170 taxes and charges","Breakfast included
The Park House
Opens in new window
Male CityShow on map
7.0
Scored 7.0
Good
614 reviews
Standard Double Room
2 single beds
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 3,014
Price ₱ 3,014
+₱ 1,170 taxes and charges
See availability","7.0
Scored 7.0
Good
614 reviews",The Park House,Male City,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,278
Price ₱ 4,278
+₱ 684 taxes and charges","Shoreline Grand
Opens in new window
ThoddooShow on map
9.3
Scored 9.3
Superb
75 reviews
Location 9.4
Deluxe Double or Twin Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 4,278
Price ₱ 4,278
+₱ 684 taxes and charges
See availability","9.3
Scored 9.3
Superb
75 reviews",Shoreline Grand,Thoddoo,Deluxe Double or Twin Room,4 out of 5
,"1 night, 2 adults
₱ 4,784
Price ₱ 4,784
+₱ 1,658 taxes and charges","Breakfast included
Noah Beach House
Opens in new window
HimmafushiShow on map
7.9
Scored 7.9
Good
65 reviews
Standard Double or Twin Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site
1 night, 2 adults
₱ 4,784
Price ₱ 4,784
+₱ 1,658 taxes and charges
See availability","7.9
Scored 7.9
Good
65 reviews",Noah Beach House,Himmafushi,Standard Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 2,364₱ 1,773
Original price ₱ 2,364. Current price ₱ 1,773.
Includes taxes and charges","faTuur Inn
Opens in new window
Male CityShow on map
5.8
Scored 5.8
Review score
250 reviews
Getaway Deal
Double Room with Private Bathroom
1 double bed
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 2,364₱ 1,773
Original price ₱ 2,364. Current price ₱ 1,773.
Includes taxes and charges
See availability","5.8
Scored 5.8
Review score
250 reviews",faTuur Inn,Male City,Double Room with Private Bathroom,
,"1 night, 2 adults
₱ 4,081
Price ₱ 4,081
+₱ 1,127 taxes and charges","Breakfast included
Stingray Beach Inn
Opens in new window
MaafushiShow on map
8.0
Scored 8.0
Very good
208 reviews
Standard Double Room with Garden View
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,081
Price ₱ 4,081
+₱ 1,127 taxes and charges
See availability","8.0
Scored 8.0
Very good
208 reviews",Stingray Beach Inn,Maafushi,Standard Double Room with Garden View,3 out of 5
,"1 night, 2 adults
₱ 3,601
Price ₱ 3,601
+₱ 576 taxes and charges","Resting View
Opens in new window
Male CityShow on map
8.5
Scored 8.5
Very good
119 reviews
Deluxe Queen Room
1 extra-large double bed
Only 1 room left at this price on our site
1 night, 2 adults
₱ 3,601
Price ₱ 3,601
+₱ 576 taxes and charges
See availability","8.5
Scored 8.5
Very good
119 reviews",Resting View,Male City,Deluxe Queen Room,3 out of 5
,"1 night, 2 adults
₱ 123,827
Price ₱ 123,827
+₱ 123,908 taxes and charges","Breakfast included
Patina Maldives, Fari Islands
Opens in new window
North Male AtollShow on map
9.5
Scored 9.5
Exceptional
63 reviews
Location 9.3
One Bedroom Beach Pool Villa
Private suite
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 123,827
Price ₱ 123,827
+₱ 123,908 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
63 reviews","Patina Maldives, Fari Islands",North Male Atoll,One Bedroom Beach Pool Villa,5 out of 5
,"1 night, 2 adults
₱ 3,039
Price ₱ 3,039
+₱ 486 taxes and charges","Resting View
Opens in new window
Male CityShow on map
8.2
Scored 8.2
Very good
184 reviews
Family Room with Bathroom
1 large double bed
Only 1 room left at this price on our site
1 night, 2 adults
₱ 3,039
Price ₱ 3,039
+₱ 486 taxes and charges
See availability","8.2
Scored 8.2
Very good
184 reviews",Resting View,Male City,Family Room with Bathroom,3 out of 5
,"1 night, 2 adults
₱ 8,865₱ 5,319
Original price ₱ 8,865. Current price ₱ 5,319.
+₱ 1,806 taxes and charges","Breakfast included
Galaxy Sunrise Sea View
Opens in new window
FulidhooShow on map
7.3
Scored 7.3
Good
109 reviews
Deluxe Double Room with Balcony
1 double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 8,865₱ 5,319
Original price ₱ 8,865. Current price ₱ 5,319.
+₱ 1,806 taxes and charges
See availability","7.3
Scored 7.3
Good
109 reviews",Galaxy Sunrise Sea View,Fulidhoo,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 13,632
Price ₱ 13,632
+₱ 54,419 taxes and charges","Breakfast included
Dhigufaru Island Resort
Opens in new window
Baa AtollShow on map
8.8
Scored 8.8
Fabulous
110 reviews
Location 9.3
Villa Standard
Breakfast included
1 night, 2 adults
₱ 13,632
Price ₱ 13,632
+₱ 54,419 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
110 reviews",Dhigufaru Island Resort,Baa Atoll,Villa Standard,5 out of 5
,"1 night, 2 adults
₱ 2,153
Price ₱ 2,153
+₱ 436 taxes and charges","Breakfast included
Vilu Residence
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MaamigiliShow on map
9.9
Scored 9.9
Exceptional
13 reviews
Location 9.8
Standard Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 2,153
Price ₱ 2,153
+₱ 436 taxes and charges
See availability","9.9
Scored 9.9
Exceptional
13 reviews",Vilu Residence,Maamigili,Standard Double Room,
,"1 night, 2 adults
₱ 4,221
Price ₱ 4,221
+₱ 1,503 taxes and charges","Breakfast included
Express Inn at Hulhumale
Opens in new window
HulhumaleShow on map
6.1
Scored 6.1
Review score
697 reviews
Standard Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 4,221
Price ₱ 4,221
+₱ 1,503 taxes and charges
See availability","6.1
Scored 6.1
Review score
697 reviews",Express Inn at Hulhumale,Hulhumale,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,024
Price ₱ 4,024
Includes taxes and charges","Breakfast included
Silver County Hotel, Fuvahmulah - Maldives
Opens in new window
FuvahmulahShow on map
9.7
Scored 9.7
Exceptional
3 reviews
Location 10
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site
1 night, 2 adults
₱ 4,024
Price ₱ 4,024
Includes taxes and charges
See availability","9.7
Scored 9.7
Exceptional
3 reviews","Silver County Hotel, Fuvahmulah - Maldives",Fuvahmulah,Deluxe Double Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges","Breakfast included
SIS Tourist Villa, Mathiveri, Maldives
Opens in new window
MathiveriShow on map
9.3
Scored 9.3
Superb
20 reviews
Location 9.6
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges
See availability","9.3
Scored 9.3
Superb
20 reviews","SIS Tourist Villa, Mathiveri, Maldives",Mathiveri,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 4,812
Price ₱ 4,812
+₱ 770 taxes and charges","Breakfast included
Hitha Maldives
Opens in new window
OmadhooShow on map
9.5
Scored 9.5
Exceptional
28 reviews
Location 9.9
Deluxe Double or Twin Room
3 beds (2 singles, 1 large double)
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,812
Price ₱ 4,812
+₱ 770 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
28 reviews",Hitha Maldives,Omadhoo,Deluxe Double or Twin Room,3 out of 5
